Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Pays-Bas,NLD,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540
Norvège,NOR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,625217.11,625222,625184.78,625194.24,625217.11,625221.59
Népal,NPL,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180
Nauru,NRU,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Nouvelle-Zélande,NZL,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710
Pays membres de l'OCDE,OED,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164348,37164368,37164378,37164398,37164408,37164408,37164408,37164408,37166359,37166739,37167109,37167479,37167219,37167269,37167599,37167629,37367244,37367457,37367774,37367761,37365204,37606072.31,37606191.6,37606227.77,37607065.23,37606914.33,37607699.87
Oman,OMN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
Autres petits états,OSS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081371,2081371,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074458,2072785,2072795,2072795,2072805,2072815,2072815,2072817,2072822,2072825,2072935,2072817,2072824,2072825,2072826,2072821
Pakistan,PAK,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100
Panama,PAN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75320,75320,75320,75320,75320
Pérou,PER,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220
Philippines,PHL,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
Palaos,PLW,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Papouasie-Nouvelle-Guinée,PNG,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840
Pologne,POL,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312690
de Pré-dividende démographique,PRE,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18165321,18162241,18162241,20650509.68,20650508.92,20650319.98,20650320.15,20650321.17,20650319.57,20650321.88,20650319.98
Porto Rico,PRI,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
"Corée, République démocratique de",PRK,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540
Portugal,PRT,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92090,92090,92090,92090,92210,92210,92210,92210,92225.2,92225.6,92225.6,92225.6,92225.6,92225.6
Paraguay,PRY,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406752,406752,406752,406752,406752,406752,406752,406752,406752
Cisjordanie et Gaza,PSE,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020
Petits états insulaires du Pacifique,PSS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150
de Post-dividende démographique,PST,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992663,32992673,32992683,32992713,32992803,32992803,32992733,32992733,32994694,32995080,32995456,32995838,32995641,32995691,32996036.6,32996068.2,33195683.2,33195890.5,33196252.7,33196272.9,33225202.9,33465951.61,33466003.9,33466041.17,33466283.73,33466133.13,33466906.77
Polynésie française,PYF,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
Qatar,QAT,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11490,11490,11490,11490,11490
Roumanie,ROU,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238400,238400,238400,238400,238400,238400
Fédération de Russie,RUS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250
Rwanda,RWA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340
Asie du Sud,SAS,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5137847,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5136164,5135333,5135333,5135333,5135680,5135269
Arabie saoudite,SAU,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690
Soudan,SDN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854106.888,1854106.027,1854105.341,1854104.772,1854105.787,1854104.915,1854106.923,1854105.405
Sénégal,SEN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710
Singapour,SGP,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,685,697,699,699,704,705,710,710,712,714,716,717,719,719,719,719,719
Îles Salomon,SLB,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900
Sierra Leone,SLE,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300,72300
El Salvador,SLV,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040
Saint-Marin,SMR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Somalie,SOM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660,637660
Serbie,SRB,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360,88360
Afrique subsaharienne (hors revenu élevé),SSA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21882301,21764701,21764701,21764701,21764701,21764701,21764701,21764701,21764701,21764701,21764701,21764701,21796669.64,21796672.43,21796672.65,21796667.28,21796665.35,21796664.49,21796665.13,24284934.46,24284934.56,24284930.4,24284930.57,24284930.08,24284925.27,24284925.64,24284927.39
Soudan du Sud,SSD,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633906.795,633906.895,633906.643,633907.381,633907.382,633906.659,633906.955,633906.576
Afrique subsaharienne,SSF,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21884801,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21767201,21799169.64,21799172.43,21799172.65,21799167.28,21799165.35,21799164.49,21799165.13,24287434.46,24287434.56,24287430.4,24287430.57,24287430.08,24287425.27,24287425.64,24287427.39
Petits états,SST,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580241,2580151,2580151,2580151,2580151,2580151,2580151,2580151,2580151,2580151,2580151,2580151,2581491,2581511,2581511,2574588,2574588,2574588,2574588,2574588,2574588,2574588,2574588,2574588,2574598,2572925,2572935,2572935,2572945,2572955,2572955,2572957,2572962,2572965,2573075,2572957,2572964,2572965,2572966,2572961
Sao Tomé-et-Principe,STP,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960
Suriname,SUR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820
République slovaque,SVK,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49030,49035,49040,49037,49036,49036,49036,49030,49030,49030,49030,49030
Slovénie,SVN,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20270,20675,20675,20675,20675,20480,20480
Suède,SWE,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,450300,447420,447420,447420,447430,447430,447430,447430
Eswatini,SWZ,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360,17360
Sint Maarten (Dutch part),SXM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Seychelles,SYC,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
République arabe syrienne,SYR,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180,185180
Îles Turques-et-Caïques,TCA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950
Tchad,TCD,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000,1284000
Asie de l’Est et Pacifique (BIRD et IDA),TEA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16184490,16184490,16186530,16186610,16186610,16186610,16186610,16186610,16186610,16186610,16185270,16185280,16185280,16185950,16187320,16187350,16187370,16187370,16187370,16187370,16187370,16187370,16187370,16185500,16185510.2,16185560.2,16185569.7,16185574.5,16187471.8,16187472,16187472,16187311,16187311.5,16187214.7,16187217.9,16187231.9,16186829.3,16187093.3,16189692.4,16189695.5,16192931.8,16192976.1
Europe et Asie centrale (BIRD et IDA),TEC,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854787,23854789,23854859,23854859,23854869,23854939,23854929,23854859,23854859,23854859,23854859,23854859,23854859,23854929,23854929,23854919,23854919,23854919,23854918,23854928,23854928,23886411,23883124,23886771,23886775,23886776,23886776,23875896
Togo,TGO,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790,56790
Thaïlande,THA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120,513120
Tadjikistan,TJK,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,142550,141376,141380,141380,141380,141380
Turkménistan,TKM,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100,488100
Amérique latine et Caraïbes (BIRD et IDA),TLA,Superficie (kilomètres carrés),AG.SRF.TOTL.K2,,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317276,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20317186,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289996,20289998,20289998,20289996,20289997,20289897,20289897,20290496,20290496,20290497
